incident_date,airport_id,operator_id,operator,aircraft,species,damage,cost_repairs,remains_collected,remains_sent,incident_month,incident_year,time_of_day,time,runway,height,speed,phase_of_flight,ingested,effect,effect_other,sky,precipitation,birds_seen,birds_struck,size,warned,remarks,number_injuries,number_fatalities,damage_level
2015-07-15,KATL ,DAL,(DAL) DELTA AIR LINES,B-757-200,Mourning dove,N,,TRUE,FALSE,7,2015,Day,20:20,27L,0,,Landing Roll,FALSE,None,,Some Cloud,None,,1,Small,Yes,"DAL 1482, REPTD STRIKING A BIRD ON LDG ROLL RWY 27L. UPON INSPN, REMAINS OF MOURNING DOVE WERE FOUND ON RWY. NO DMG REPTD.",,,1
2015-07-19,KATL ,DAL,(DAL) DELTA AIR LINES,B-757-300,European starling,N,,TRUE,FALSE,7,2015,Day,07:10,26L,0,140,Take-off Run,FALSE,None,,No Cloud,None,2-10,2-10,Small,Unknown,ATC INDICATED DAL 1818 REPTD STRIKING BIRDS ON T/O RUN FROM 26L. OPS REMOVED 3 CARCASSES FRO RWY 26L @ TWY D. NO DMG REPTD. FLT CONTD TO DEST.,,,1
2015-07-25,KATL ,DAL,(DAL) DELTA AIR LINES,A-319,Cliff swallow,N,,TRUE,TRUE,7,2015,Day,17:21,9R,0,,Landing Roll,FALSE,None,,No Cloud,None,,1,Small,Unknown,ID BY SMITHSONIAN. DAL 835 REPTD HITTING A BIRD ON LDG RWY 9R. SNARGE WAS COLLECTED FROM L SIDE OF RADOME AT THE GATE. RWY WAS INSPCTD & BARN SWALLOW CARCASS WAS FOUND. NO DMG. SNARGE SENT TO CONFIRM ID.,,,1
2015-07-25,KATL ,DAL,(DAL) DELTA AIR LINES,B-717-200,Chimney swift,N,,TRUE,TRUE,7,2015,Day,15:00,8L,,,Approach,FALSE,None,,Some Cloud,None,,1,Small,Yes,"ID BY SMITHSONIAN. PILOT REPTD BIRDSTRIKE UPON APCH TO RWY 8L. RWY WAS INSPCTD, NO REMAINS FOUND. A/C TAXIED TO GAT C41 WHERE SNARGE WAS FOUND AND COLLECTED FROM L SIDE OF NOSE. NO DMG REPTD.",,,1
2015-07-27,KATL ,SWA,(SWA) SOUTHWEST AIRLINES,B-737-700,Unknown bird - small,N,,FALSE,FALSE,7,2015,Night,21:15,8,400,140,Approach,FALSE,None,,No Cloud,None,1,1,Small,No,HEARD STRIKE BUT NO REMAINS FOUND DURING POST FLT WALK-AROUND. BOTH SAW BIRD AND HEARD IMPACT. (DATA ENTRY NOTE: RWY REPTD AS 8 DID NOT INCLUDE L OR R),,,1
2015-07-28,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Brown-headed cowbird,,,TRUE,FALSE,7,2015,,,26L,,,,FALSE,,,,,,1,Small,Unknown,"DURING MORNING AIRFIELD INSPECTION, OPS REMOVED THE REMAINS OF A COWBIRD FROM RWY 26L AT TWY C.  THERE WERE NO PILOT REPORTS OF A BIRD STRIKE.  CARCASS FOUND. 7:31 AM DAY",,,0
2015-07-19,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Mourning dove,,,TRUE,FALSE,7,2015,,,,,,,FALSE,,,,,,1,Small,Unknown,"UPON MORNING INSPECTION, ATCT CALLED TO REPORT A DEAD BIRD AT TWY L3 AND RMP 1 SOUTH.  UPON INSPECTION, A SMASHED BIRD WAS FOUND AND HAD TO BE PEELED OFF TWY AT L3.  UNKN A/C INNVOLVED, ASSUMED STRUCK.  7:25 AM DAY",,,0
2015-07-21,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Killdeer,,,TRUE,FALSE,7,2015,,,27L,,,,FALSE,,,,,,1,Small,Unknown,"DURING AM AIRFIELD INSPECTION, OPS REMOVED THE REMAINS OF ONE KILLDEER FROM RWY 27L BTWN TWY N-6 AND N-10.  THERE WERE NO PIREPS OFF A BIRD STRIKE.  CARCASS FOUND.  7:15 AM DAY",,,0
2015-07-21,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Red-winged blackbird,,,TRUE,TRUE,7,2015,,,,,,,FALSE,,,,,,1,Small,Unknown,"ID BY SMITHSONIAN.  DURING THE MORNING AIRFIELD INSPECTION, OPS REMOVED THE REMAINS OF A SMALL UNKNOWN BIRD FROM TWY N AT N-2.  NO PIREPS OF A BIRD STRIKE.  CARCASS FOUND.  7:56 AM DAY",,,0
2015-07-23,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Eastern cottontail,,,TRUE,FALSE,7,2015,,,26L,,,,FALSE,,,,,,1,Medium,Unknown,"RABBIT REMAINS FOUND ON RWY 26L, JUST WEST OF B10, DURING MORNING INSPECTION.  NO REPORT OF STRIKE.  UNKNOWN A/C.  CARCASS FOUND.  7:00 AM DAY",,,0
2015-07-23,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Barn swallow,,,TRUE,FALSE,7,2015,,,27L,,,,FALSE,,,,,,1,Small,Unknown,"REMAINS FOUND ON SOUTH SHOULDER, BTWN R7 AND R11 ON RWY 27L DURING RWY INSPECTION.  UNKN A/C, CARCASS FOUND.  11:00 AM DAY",,,0
2015-07-23,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Killdeer,,,TRUE,FALSE,7,2015,,,9R,,,,FALSE,,,,,,1,Small,Unknown,"KILLDEER REMAINS FOUND ON BLAST PAD, NEAR THE THRESHOLD, OF RWY 9R DURING RWY INSPECTION.  REMAINS SHOWED SIGNS OF DECAY.  UNKN A/C, CARCASS FOUND.  11:10 AM DAY",,,0
2015-07-24,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Killdeer,,,TRUE,FALSE,7,2015,,,10/28,,,,FALSE,,,,,,1,Small,Unknown,"DURING ROUTINE RWY INSPECTIONS, OPS FOUND AND REMOVED REMAINS OF ONE KILLDEER INSIDE THE RSA OF RWY 10/28 ON SG16 HIGH SPEED, NORTH OF C/L.  NO REPORT OF A BIRD STRIKE.  CARCASS FOUND.  17:52 PM DAY",,,0
2015-07-26,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Barn swallow,,,TRUE,FALSE,7,2015,,,10,,,,FALSE,,,,,,1,Small,Unknown,"UPON DAILY INSPECTION, OPS FOUND THE REMAINS OF ONE SWALLOW ON THE SOUTH SIDE RWY EDGE OF RWY 10, ABEAM SG12.  NO PIREP OF STRIKE.  CARCASS FOUND.  7:33 AM DAY",,,0
2015-07-06,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Northern mockingbird,,,TRUE,FALSE,7,2015,,,26R,,,,FALSE,,,,,,1,Small,Unknown,"DURING MORNING AIRFIELD INSPECTION, OPS REMVOED THE REMAINS OF ONE MOCKINGBIRD FROM RWY 26R, SOUTH OF C/L, NEAR TWY C.  THERE WERE NO PIREPS OF A BIRD STRIKE.  CARCASS FOUND.  7:46 AM DAY",,,0
2015-07-07,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Chimney swift,,,TRUE,FALSE,7,2015,,,28,,,,FALSE,,,,,,1,Small,Unknown,"REMAINS FOUND NORTH OF C/L ON RWY 28, AT THE WEST END OF THE BRIDGE STRUCTURE, DURING MORNING AIRFIELD INSPECTION.  NO BIRD STRIKES WERE REPORTED AT THE TIME.  CARCASS FOUND.  7:30 AM DAY",,,0
2015-07-12,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Red-winged blackbird,,,TRUE,FALSE,7,2015,,,27L,,,,FALSE,,,,,,1,Small,Unknown,"ATCT REPORTED FOD ON RWY 27L.  UPON RWY INSPECTION, OPS FOUND 1 BIRD IN SEVERAL PIECES BTWN N2 AND N4.  REMOVED REMAINS OF BIRD.  UNKNOWN A/C INVOLVED.  17:55 PM DAY",,,0
2015-07-14,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,European starling,,,TRUE,FALSE,7,2015,,,26L,,,,FALSE,,,,,,1,Small,Unknown,"ATCT REPORTED A DEAD BIRD ON RWY 26L AND TWY C.  PILOT REPORTED OBSERVING DEAD BIRD.  THE DEAD BIRD WAS FOUND ON TWY C NORTH OF THE RWY EDGE MARKING, INSIDE THE RWY SAFETY AREA.  THERE WAS NO SPECIFIC STRIKE REPORTED BY ANYONE.  14:05 PM DAY",,,0
2015-07-31,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Chimney swift,,,TRUE,FALSE,7,2015,,,26R,,,,FALSE,,,,,,1,Small,Unknown,REMAINS FOUND ON BLAST PAD OF RWY 26R (EAST END) DURING RWY INSPECTION.  NO REPORT OF STRIKE.  CARCASS FOUND.  10:45 AM DAY,,,0
2015-07-31,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Eastern red bat,,,TRUE,FALSE,7,2015,,,26R,,,,FALSE,,,,,,1,Small,Unknown,EASTERN RED BAT REMAINS FOUND ON THE BLAST PAD OF RWY 26R (EAST END) DURING RWY INSPECTION.  NO REPORT OF A STRIKE.  CARCASS FOUND.  10:46 AM DAY,,,0
2015-07-18,KATL ,DAL,(DAL) DELTA AIR LINES,MD-90-30,Indigo bunting,N,,TRUE,FALSE,7,2015,Day,19:40,10,,,Approach,FALSE,None,,Some Cloud,None,,1,Small,Yes,STRUCK BIRD IN FLARE FOR RWY 10. OPS RESPONDED AND REMOVED REMAINS OF ONE INDIGO BUNTING FROM RWY 10 JUST E OF SG-2. NO DMG TO A/C.,,,1
2015-07-16,KATL ,DAL,(DAL) DELTA AIR LINES,MD-88,Barn swallow,N,,TRUE,FALSE,7,2015,Day,20:35,10,0,,Landing Roll,FALSE,None,,Some Cloud,None,,2-10,Small,Unknown,"STRIKE TO LT SIDE OF FUSELAGE BEHIND COCKPIT. THREE JUVENILE BARN SWALLOW REMAINS COLLECTED FROM RWY JUST BEFORE TWY SG12, N OF C/L. NO DMG TO A/C.",,,1
2015-07-16,KATL ,DAL,(DAL) DELTA AIR LINES,MD-88,Barn swallow,N,,TRUE,TRUE,7,2015,Day,20:29,9R,0,130,Landing Roll,FALSE,None,,Some Cloud,None,,1,Small,Yes,ID BY SMITHSONIAN. PILOT REPORTED SEEING 3 BIRDS CROSS N FRONT OF THE A/C ON ROLLOUT. STRUCK ONE BIRD. NO DMG TO A/C. SNARGE COLLECTED AND SENT TO SI FOR ID. RWY INSPECTED WITH NEGATIVE RESULTS.,,,1
2015-07-16,KATL ,DAL,(DAL) DELTA AIR LINES,MD-88,House finch,N,,TRUE,TRUE,7,2015,Day,09:00,8L,300,130,Approach,FALSE,None,,Some Cloud,None,1,1,Small,Yes,ID BY SMITHSONIAN. SHORT FINAL OVER THE APRCH LIGHTS FOR RWY 8L. RWY INSPECTED TO INCLUDE THE OVERRUN IMMEDIATELY OUTSIDE THE RSA WITH NEGATIVE RESULTS. SMALL AMT OF BLOOD COLLECTED FROM A/C FUSELAGE IMMEDIATELY ABOVE THE F/O WINDSCREEN. CREW REPORTED GLANCING BLOW. NO DMG TO A/C.,,,1
2015-07-08,KATL ,ASQ,(ASQ) EXPRESSJET AIRLINES,CRJ900,Unknown bird - small,N,,TRUE,FALSE,7,2015,Day,09:36,28,0,60,Landing Roll,FALSE,None,,Some Cloud,None,1,1,Small,Yes,"PILOTS REPORTED STRIKING ONE BIRD ON THE WINDSHIELD AS THE NOSE WHEEL WAS TOUCHING THE GROUND ABEAM TWY SG6. PILOT REPORTED THE BIRD WAS SMALL AND STRUCK WITH A GLANCING BLOW OFF THE WINDSHIELD. NO SNARGE, REMAINS OR DMG FOUND UPON INSPN OF THE A/C. RWY INSPECTED IMMEDIATELY AFTER THE STRIKE WITH NEGATIVE RESULTS.",,,1
2015-08-08,KATL ,ASQ,(ASQ) EXPRESSJET AIRLINES,CRJ900,Cooper's hawk,N,,TRUE,TRUE,8,2015,Day,07:44,27L,0,,Landing Roll,FALSE,None,,No Cloud,None,1,1,Medium,Yes,ID BY SMITHSONIAN.  ATCT REPORTED BIRDSTRIKE. OPS RESPONDED AND REMOVED ONE HAWK FROM RWY 27L JUST E OF TWY R7. ADDITIONAL HAWK REMAINS REMOVED FROM A/C NOSE GEAR AT GATE. NO DMG.,,,1
2015-08-02,KATL ,AAL,(AAL) AMERICAN AIRLINES,A-321,Unknown bird - small,N,,FALSE,FALSE,8,2015,Day,17:00,8L,7000,210,Approach,FALSE,None,,No Cloud,None,,1,Small,Unknown,LOCATION REPORTED AS 15NM.,,,1
2015-08-06,KATL ,DAL,(DAL) DELTA AIR LINES,MD-90-30,Barn swallow,N,,TRUE,TRUE,8,2015,Day,09:30,28,0,110,Landing Roll,FALSE,None,,Overcast,None,1,1,Small,Yes,ID BY SMITHSONIAN. ONE BARN SWALLOW STRUCK ON LANDING ROLL JUST PAST AIMING POINT APPROX 2000 FEET FROM THRESHOLD. IMPACTED UPPER NOSE THEN WIPER AND ULTIMATELY THE WINDSHIELD. FEATHER AND A BIT OF BLOOD FOUND ON CAPT WIDE WINDSHIELD WIPER. ALL REMAINS REMOVED FROM RWY AND SNARGE CLEANED FROM WINDSHIELD. NO DMG.,,,1
2015-08-06,KATL ,ASQ,(ASQ) EXPRESSJET AIRLINES,CRJ900,European starling,N,,TRUE,FALSE,8,2015,Day,16:18,26R,0,,Landing Roll,FALSE,None,,Some Cloud,None,,1,Small,Yes,OPS RESPONDED FOR RWY INSPN AND REMOVED ONE EUROPEAN STARLING FROM RWY 26R AT TWY B6. NO DMG TO A/C.,,,1
2015-08-14,KATL ,DAL,(DAL) DELTA AIR LINES,MD-90-30,European starling,N,,TRUE,FALSE,8,2015,Day,19:59,9L,0,135,Take-off Run,FALSE,None,,Some Cloud,None,,1,Small,Yes,REPORTED STRIKE ON DEPARTURE RWY 9L AT ROTATION. OPS RESPONDED AND FOUND ONE EUROPEAN STARLING CARCASS AT TWY M12. REMAINS WERE COLLECTED FROM THE RWY.,,,1
2015-08-07,KATL ,SWA,(SWA) SOUTHWEST AIRLINES,B-737-700,Mourning dove,N,,TRUE,FALSE,8,2015,Day,07:30,28,0,,Landing Roll,FALSE,None,,Some Cloud,None,2-10,1,Small,Yes,STRUCK ON LANDING ROLL ON RWY 28 AT THE 7000 FOOT MARKER. BIRDREMAINS ON COPILOT WINDSHIELD. RWY INSPECTED AND MOURNING DOVE REMAINS FOUND. NO DMG.,,,1
2015-08-26,KATL ,DAL,(DAL) DELTA AIR LINES,B-757-200,Chimney swift,N,,TRUE,TRUE,8,2015,Dusk,20:20,9R,100,,Approach,FALSE,None,,No Cloud,None,,1,Small,Yes,ID BY SMITHSONIAN. SHORT FINAL. OPS RESPONDED TO INSPECT RWY AND A/C. REMAINS COLLECTED FROM THE A/C. NO REMAINS FOUND ON THE RWY AS BIRD WAS NOT STRUCK OVER RWY SURFACE. NO DMG.,,,1
2015-08-03,KATL ,DAL,(DAL) DELTA AIR LINES,A-319,Barn swallow,N,,TRUE,FALSE,8,2015,Day,19:34,28,0,,Landing Roll,FALSE,None,,No Cloud,None,,1,Small,Yes,"OPS INSPECTED RWY 10 AND FOUND REMAINS OF A BARN SWALLOW ON THE BRIDGE STRUCTURE, N OF C/L. AT THE GATE, NO REMAINS OR DMG FOUND UPON INSPN OF THE A/C.",,,1
2015-08-10,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Eastern cottontail,,,TRUE,FALSE,8,2015,,,,,,,FALSE,,,,,,1,Medium,Unknown,ATCT REPORTED THAT AN ANIMAL HAD BEEN RUNOVER BY AN UNKNOWN A/C.  OPS REPSONDED TO FIND A RABBIT CARCASS.  RABBIT WAS REMOVED AND TWY WAS THROUGHLY CLEANED WITH WATER.  NO DAMAGE REPORTED.  23:30 PM NIGHT,,,0
2015-08-29,KATL ,ASQ,(ASQ) EXPRESSJET AIRLINES,CRJ900,Unknown bird - small,N,,FALSE,FALSE,8,2015,Day,,8R,,120,Climb,FALSE,None,,,,,1,Small,Unknown,"PLANE STRUCK BIRD ON ROTATION BUT APPEARED TO BE OPERATING NORMALLY AND LANDED W/O INCIDENT AT GRB AT 2027C.  UNKN A/C DAMAGE.  REMAINS WERE FOUND ON NOSE CONE, ICE DETECTOR, LEFT AND RIGHT WING ROOT AND LEFT MAIN GEAR HAD A BIRD CARCASS.  UNKNOWN WHAT HAPPENED WITH REMAINS",,,1
2015-08-27,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Eastern red bat,,,TRUE,FALSE,8,2015,,,9R,,,,FALSE,,,,,,1,Small,Unknown,OPS FOUND AND REMOVED ONE RED BAT FROM EAST END OF TWY R AT RWY 9R HOLD BAR DUIRNG DRI.  NO REPORT OF WILDLIFE STRIKE AT TIME.  CARCASS FOUND.  7:30 AM DAY,,,0
2015-08-27,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,European starling,,,TRUE,FALSE,8,2015,,,8L,,,,FALSE,,,,,,1,Small,Unknown,"OPS FOUND AND REMOVED THE REMAINS OF ONE STARLING ON RWY 8L JUST SOUTH OF NORTH EDGE LINE, ABEAM TWY B5.  UNKNOWN TIME OR A/C INVOLVEMENT.  CARCASS FOUND.  7:45 AM DAY",,,0
2015-08-27,KATL ,ASQ,(ASQ) EXPRESSJET AIRLINES,CRJ100/200,Killdeer,N,,TRUE,FALSE,8,2015,Day,07:32,8L,0,,Landing Roll,FALSE,None,,Some Cloud,None,2-10,1,Small,Yes,"ATCT ADVISES OF A PILOT REPORTED BIRD STRIKE ON RWY 8L.  THE REPORTING FLIGHT WAS DL4997, ARRIVING FROM CHA TO GATE D34.  THE RWY WAS SWEPT WHERE A CARCASS WAS FOUND ABEAM TWY B11.  THE LOCATION WAS IN ACCORD WITH PILOT'S ACCOUNT, WHO STATED THE BIRD STRUCK THE A/C ON L/R IMMEDIATELY ABOVE THE CAPTAIN'S WINDSCREEN.  NO SNARGE WAS LOCATED ON THE A/C AND NO DAMAGE WAS NOTED.  7",,,1
2015-08-17,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Cooper's hawk,,,TRUE,FALSE,8,2015,,,8L,,,,FALSE,,,,,,1,Medium,Unknown,ATCT REPORTED A DEAD BIRD ON RWY 26R AT B3 HIGH SPEED.  OPS RESPONDED AND REMOVED REMAINS OF A COOPER'S HAWK FROM THE RWY.  THERE WERE NO REPORTS OF A BIRD STRIKE.  UNKNOWN A/C.  17:25 PM DAY,,,0
2015-08-23,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Upland sandpiper,,,TRUE,TRUE,8,2015,,,27R,,,,FALSE,,,,,,1,Small,Unknown,ID BY SMITHSONIAN.  OPS FOUND AND REMOVED BIRD REMAINS FROM RWY 27R AT TWY N13 DURING THE DAILY INSPECTION.  NO REPORT OF A BIRD STRIKE. CARCASS FOUND.  7:35 AM DAY,,,0
2015-08-24,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Killdeer,,,TRUE,FALSE,8,2015,,,26R,,,,FALSE,,,,,,1,Small,Unknown,OPS FOUND AND REMOVED THE REMAINS FROM THE ASPHALT SHOULDER OF RWY 26R AT B11 DURING DAYTIME RWY CLOSURE.  NO REPORT OF A BIRD STRIKE.  CARCASS FOUND.  11:38 AM DAY,,,0
2015-08-24,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Microbats,,,TRUE,TRUE,8,2015,,,8L,,,,FALSE,,,,,,1,Small,Unknown,"ID BY SMITHSONIAN.  UNDETERMINED MYOTIS BAT.  DURING A DAYTIME RWY CLOSURE, OPS REMOVED THE REMAINS OF A BAT FROM RWY 8L APPROX 800' FROM THE THRESHOLD.  THERE WERE NO PILOT REPORTS OF A WILDLIFE STRIKE, CARCASS FOUND.  11:40 AM DAY",,,0
2015-08-25,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Eastern red bat,,,TRUE,TRUE,8,2015,,,,,,,FALSE,,,,,,1,Small,Unknown,"ID BY SMITHSONIAN.  DURING THE MORNING AIRFIELD INSPECTION, OPS REMOVED THE REMAINS OF A BAT FROM TWY L ABEAM RMP 9.  THERE WERE NO PIREPS OF A WILDLIFE STRIKE.  CARCASS FOUND.  7:56 AM DAY",,,0
2015-08-17,KATL ,DAL,(DAL) DELTA AIR LINES,B-717-200,Unknown bird or bat,N,,FALSE,FALSE,8,2015,Night,22:02,28,0,,Landing Roll,FALSE,None,,Overcast,Rain,,1,,Yes,"PILOT REPORTED STRIKING A BIRD DURING LANDING ROLL ON RWY 28.  OPS RESPONDED THOROUGHLY INSPECT THE RWY AND A/C AT THE GATE, HOWEVER, FOUND NO EVIDENCE OF A STRIKE ON THE RWY OR A/C.  RAIN COULD HAVE WASHED OFF ANY EVIDENCE OF A STRIKE (FROM THE A/C) DURING TAXI TO GATE.  POTENTIALLY A BAT STRIKE.",,,1
2015-08-11,KATL ,DAL,(DAL) DELTA AIR LINES,B-737-900,Pectoral sandpiper,N,,TRUE,TRUE,8,2015,Day,17:00,26R,,,Approach,FALSE,None,,Some Cloud,None,,1,Small,Yes,ID BY SMITHSONIAN.  DL MTX TOWER REPORTED THAT DAL 8380 FROM SFO REPORTED A BIRD STRIKE WHILE ON APCH FOR 26R.  OPS INSPECTED RWY WITH NO REMAINS FOUND.  OPS ALSO MET A/C AT GATE A7 WHERE SNARGE WAS LOCATED ON THE UPPER NOSE AND WINDSHIELD OF THE A/C.  SNARGE COLLECTED AND BAGGED FOR ID.  NO DAMAGE TO A/C.,,,1
2015-08-11,KATL ,DAL,(DAL) DELTA AIR LINES,MD-90-30,Barn swallow,N,,TRUE,TRUE,8,2015,Day,14:00,28,1000,,Approach,FALSE,None,,No Cloud,None,1,1,Small,Yes,"ID BY SMITHSONIAN.  STRUCK 3.6 MILES FROM AIRPORT.  ATCT REPORTED A BIRD STRIKE ON FLIGHT 2091.  CREW DID NOT REPORT THE STRIKE TO ATCT, BUT REPORTED TO COMPANY MX ONCE AT THE GATE.  UPON INTERVIEWING THE CREW, IT WAS DETERMINED THE STRIKE OCCURRED AT APPROX 1000' AGL AT OR NEAR THE MIDDLE-MARKER FOR RWY 28.  RWY 28 WAS SWEPT AND NO CARCASS WAS FOUND.  BLOOD/SNARGE WAS COLLECTED FROM THE A/C FUSELAGE IMMEDIATELY ABOVE THE A/C'S MIDDLE WINDSCREEN.  NO DAMAGE OR EFFECT ON FLIGHT.",,,1
2015-08-09,KATL ,DAL,(DAL) DELTA AIR LINES,MD-90-30,Chimney swift,N,,TRUE,TRUE,8,2015,Day,18:55,8L,,,Approach,FALSE,None,,No Cloud,None,,1,Small,Yes,ID BY SMITHSONIAN. REPORTED HITTING A BIRD ON APCH AROUND SHORT FINAL FOR RWY 8L.  BIRD HIT BELOW CAPTAIN'S WINDOW ON THE FUSELAGE.  SNARGE WAS COLLECTED.  PILOT REPORTED BIRD AS BEING SMALL IN SIZE.  NO DAMAGE REPORTED.,,,1
2015-09-22,KATL ,DAL,(DAL) DELTA AIR LINES,B-757-200,Chimney swift,N,,TRUE,TRUE,9,2015,Day,15:00,10,,,Approach,FALSE,None,,No Cloud,None,,1,Small,Unknown,,,,1
2015-09-30,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Mourning dove,,,TRUE,FALSE,9,2015,,,10,,,,FALSE,,,,,,1,Small,Unknown,800DAY.,,,0
2015-09-21,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Mourning dove,,,TRUE,FALSE,9,2015,,,27R,,,,FALSE,,,,,,1,Small,Unknown,,,,0
2015-08-28,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,European starling,,,TRUE,FALSE,8,2015,,,,,,,FALSE,,,,,,1,Small,Unknown,1900DAY.,,,0
2015-08-28,KATL ,DAL,(DAL) DELTA AIR LINES,B-717-200,Chimney swift,N,,TRUE,TRUE,8,2015,Day,18:55,8L,800,,Approach,FALSE,None,,Some Cloud,None,,1,Small,Unknown,,,,1
2015-08-31,KATL ,ASQ,(ASQ) EXPRESSJET AIRLINES,CRJ700,Mourning dove,N,,TRUE,TRUE,8,2015,Day,18:00,8L,0,120,Landing Roll,FALSE,None,,Some Cloud,None,1,1,Small,Yes,NO DMG.,,,1
2015-09-22,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Killdeer,,,TRUE,FALSE,9,2015,,,9L,,,,FALSE,,,,,,2-10,Small,Unknown,DURING AIRFLD INSPN OPS RECVRD THE REMAINS OF TWO KILLDEER FROM THE WEST END OF RWY 9L. UNSURE IF BIRDS STRUCK TOGETHER OR BY SEPARATE A/C.,,,0
2015-09-22,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,American kestrel,,,TRUE,FALSE,9,2015,,,10,,,,FALSE,,,,,,1,Small,Unknown,,,,0
2015-09-01,KATL ,DAL,(DAL) DELTA AIR LINES,A-320,Common nighthawk,N,,TRUE,TRUE,9,2015,Night,21:15,10,0,130,Landing Roll,FALSE,None,,No Cloud,None,,1,Small,Yes,"TWO SAMPLES RECEIVED.  ONE WAS COMMON NIGHTHAWK, TWO WAS INSECT MATERIAL.  REPORTED BIRD STRIKE WHILE ON L/R FOR RWY 10.  OPS INSPECTED BOTH THE RWY AND A/C.  REMAINS OF NIGHTHAWK WERE REMOVED FROM THE RWY ABEAM SG4 AND SNARGE WAS COLLECTED FROM THE A/C.  NO DAMAGE WAS REPORTED.",,,1
2015-09-03,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Little brown bat,,,TRUE,FALSE,9,2015,,,28,,,,FALSE,,,,,,1,Small,Unknown,OPS OBSERVED BAT REMAINS ON DEPARTURE END OF RWY 28 AT THE 8500' MARK DURING RWY INSPECTION.  NO A/C OPS OR PILOT REPORTS AT THAT TIME.  CARCASS FOUND.  10:55 AM DAY,,,0
2015-09-05,KATL ,DAL,(DAL) DELTA AIR LINES,MD-88,Chimney swift,N,,TRUE,TRUE,9,2015,Day,18:20,8L,3000,250,Approach,FALSE,None,,No Cloud,None,,1,Small,Unknown,REPORTED BIRD STRIKE ENROUTE FROM MEMPHIS.  AFTER INSPECTING A/C STRIKE WAS FOUND ABOUT CPTN'S WINDOW CLOSER TO MAIN ENTRANCE.  SNARGE WAS COLLECTED.  NO DAMAGE TO A/C.,,,1
2015-09-06,KATL ,DAL,(DAL) DELTA AIR LINES,A-319,Chimney swift,N,,TRUE,TRUE,9,2015,Day,16:35,9R,2000,,Approach,FALSE,None,,Some Cloud,None,1,1,Small,Yes,"ADVISED BY DAL MX OF ARRIVING A/C REPORTING A BIRD STRIKE AT 2000' FOR RWY 9R.  SPOKE WITH PILOT WHO ADVISED THEY SAW AND STRUCK ONE SMALL BLACK BIRD.  NO DAMAGE, NO EFFECT ON FLIGHT, COLLECTED SNARGE FROM RADOME.",,,1
2015-09-06,KATL ,SWA,(SWA) SOUTHWEST AIRLINES,B-737-300,Unknown bird - small,N,,FALSE,FALSE,9,2015,Day,18:30,,500,135,Approach,FALSE,None,,No Cloud,None,2-10,1,Small,No,,,,1
2015-09-06,KATL ,SWA,(SWA) SOUTHWEST AIRLINES,B-737-300,Unknown bird,N,,FALSE,FALSE,9,2015,,,,9000,250,Descent,FALSE,None,,No Cloud,None,,1,,No,,,,1
2015-09-07,KATL ,UNK,(UNK) UNKNOWN,UNKNOWN,Killdeer,,,TRUE,FALSE,9,2015,,,8R,,,,FALSE,,,,,,1,Small,Unknown,"DURING MORNING AIRFIELD INSPECTION, OPS REMOVED REMAINS FROM RWY 8R JUST WEST OF TWY 3-11.  NO PIREPS OF BIRD STRIKE.  CARCASS FOUND.  7:20 AM DAWN",,,0
